RespID,task_fg,chosen,age_group,educ,ml,prog,soft,lead,ai_framing,job_role
205,1021,0,51-60,Master's,ml_Basic,prog_Advanced,soft_Low,lead_Low,low,analyst
205,1022,0,31-40,Bachelor's,ml_None,prog_Basic,soft_High,lead_Low,low,analyst
205,1022,1,51-60,Bachelor's,ml_None,prog_Advanced,soft_High,lead_High,low,analyst
205,1023,0,51-60,PhD,ml_Intermediate,prog_Advanced,soft_Medium,lead_Low,low,analyst
205,1023,1,21-30,Master's,ml_Advanced,prog_Advanced,soft_Medium,lead_Low,low,analyst
205,1024,0,51-60,Master's,ml_Basic,prog_Intermediate,soft_High,lead_High,low,analyst
205,1024,1,51-60,PhD,ml_Intermediate,prog_Advanced,soft_Low,lead_High,low,analyst
205,1025,1,21-30,PhD,ml_Intermediate,prog_Intermediate,soft_High,lead_Medium,low,analyst
205,1025,0,51-60,Bachelor's,ml_Intermediate,prog_Intermediate,soft_High,lead_Medium,low,analyst
206,1026,1,41-50,Master's,ml_None,prog_Basic,soft_Low,lead_High,low,manager
206,1026,0,21-30,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Medium,lead_High,low,manager
206,1027,0,51-60,Master's,ml_None,prog_Intermediate,soft_Low,lead_Low,low,manager
206,1027,1,21-30,Bachelor's,ml_None,prog_Intermediate,soft_Medium,lead_High,low,manager
206,1028,1,31-40,PhD,ml_None,prog_Basic,soft_Medium,lead_Medium,low,manager
206,1028,0,51-60,PhD,ml_None,prog_Basic,soft_Low,lead_Low,low,manager
206,1029,0,51-60,Bachelor's,ml_Intermediate,prog_Advanced,soft_Low,lead_Medium,low,manager
206,1029,1,51-60,PhD,ml_Basic,prog_Advanced,soft_Low,lead_Medium,low,manager
206,1030,0,51-60,PhD,ml_Basic,prog_Basic,soft_Low,lead_Low,low,manager
206,1030,1,31-40,PhD,ml_Basic,prog_Basic,soft_Medium,lead_Medium,low,manager
207,1031,1,51-60,PhD,ml_Intermediate,prog_Intermediate,soft_High,lead_Medium,low,analyst
207,1031,0,41-50,Master's,ml_Basic,prog_Intermediate,soft_Low,lead_Medium,low,analyst
207,1032,0,31-40,Bachelor's,ml_Basic,prog_Advanced,soft_Low,lead_High,low,analyst
207,1032,1,31-40,PhD,ml_Intermediate,prog_Advanced,soft_High,lead_Medium,low,analyst
207,1033,1,31-40,PhD,ml_None,prog_None,soft_High,lead_Low,low,analyst
207,1033,0,41-50,Bachelor's,ml_Basic,prog_Intermediate,soft_Low,lead_Medium,low,analyst
207,1034,0,51-60,PhD,ml_Basic,prog_Basic,soft_Low,lead_Medium,low,analyst
207,1034,1,31-40,Bachelor's,ml_Advanced,prog_Advanced,soft_Medium,lead_High,low,analyst
207,1035,0,51-60,Master's,ml_None,prog_Basic,soft_Medium,lead_Medium,low,analyst
207,1035,1,41-50,Bachelor's,ml_None,prog_Intermediate,soft_Medium,lead_High,low,analyst
208,1036,0,51-60,Bachelor's,ml_Advanced,prog_Advanced,soft_Low,lead_Medium,high,analyst
208,1036,1,51-60,PhD,ml_Basic,prog_Intermediate,soft_Low,lead_High,high,analyst
208,1037,1,41-50,PhD,ml_Basic,prog_Advanced,soft_Low,lead_High,high,analyst
208,1037,0,41-50,Bachelor's,ml_None,prog_None,soft_High,lead_High,high,analyst
208,1038,0,51-60,Bachelor's,ml_None,prog_None,soft_Medium,lead_Medium,high,analyst
208,1038,1,51-60,Bachelor's,ml_Basic,prog_Basic,soft_Low,lead_High,high,analyst
208,1039,0,51-60,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Low,lead_Low,high,analyst
208,1039,1,31-40,PhD,ml_Basic,prog_Basic,soft_Low,lead_Low,high,analyst
208,1040,1,31-40,PhD,ml_None,prog_Advanced,soft_Low,lead_Medium,high,analyst
208,1040,0,51-60,Bachelor's,ml_Basic,prog_Advanced,soft_Medium,lead_Low,high,analyst
209,1041,1,41-50,PhD,ml_None,prog_Advanced,soft_High,lead_High,high,analyst
209,1041,0,51-60,Bachelor's,ml_None,prog_None,soft_Low,lead_High,high,analyst
209,1042,0,31-40,Master's,ml_Basic,prog_Intermediate,soft_Medium,lead_Medium,high,analyst
209,1042,1,51-60,Bachelor's,ml_Advanced,prog_Advanced,soft_High,lead_Medium,high,analyst
209,1043,1,41-50,PhD,ml_Advanced,prog_Advanced,soft_High,lead_High,high,analyst
209,1043,0,41-50,Bachelor's,ml_Advanced,prog_Advanced,soft_Medium,lead_Medium,high,analyst
209,1044,1,31-40,Bachelor's,ml_Basic,prog_Advanced,soft_Medium,lead_Low,high,analyst
209,1044,0,21-30,Master's,ml_Basic,prog_Intermediate,soft_High,lead_Low,high,analyst
209,1045,1,31-40,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Medium,lead_Medium,high,analyst
209,1045,0,31-40,PhD,ml_Basic,prog_Intermediate,soft_Medium,lead_Low,high,analyst
210,1046,1,31-40,PhD,ml_Intermediate,prog_Advanced,soft_Low,lead_Medium,low,analyst
210,1046,0,41-50,PhD,ml_Basic,prog_Intermediate,soft_High,lead_Medium,low,analyst
210,1047,0,21-30,Master's,ml_None,prog_Intermediate,soft_Medium,lead_High,low,analyst
210,1047,1,41-50,Master's,ml_Intermediate,prog_Advanced,soft_Medium,lead_Low,low,analyst
210,1048,0,41-50,Master's,ml_Basic,prog_Basic,soft_Low,lead_Low,low,analyst
210,1048,1,31-40,Bachelor's,ml_Basic,prog_Advanced,soft_Medium,lead_Low,low,analyst
210,1049,1,51-60,PhD,ml_Basic,prog_Basic,soft_High,lead_High,low,analyst
210,1049,0,31-40,Master's,ml_None,prog_Basic,soft_Medium,lead_Medium,low,analyst
210,1050,0,41-50,Master's,ml_Basic,prog_Basic,soft_Low,lead_High,low,analyst
210,1050,1,51-60,PhD,ml_Intermediate,prog_Advanced,soft_Low,lead_Medium,low,analyst
211,1051,0,21-30,PhD,ml_None,prog_None,soft_Medium,lead_Low,high,analyst
211,1051,1,41-50,Master's,ml_Basic,prog_Intermediate,soft_Low,lead_Medium,high,analyst
211,1052,1,41-50,Master's,ml_Intermediate,prog_Intermediate,soft_Medium,lead_Low,high,analyst
211,1052,0,41-50,Master's,ml_None,prog_Basic,soft_Low,lead_Low,high,analyst
211,1053,1,41-50,PhD,ml_Basic,prog_Intermediate,soft_Low,lead_Medium,high,analyst
211,1053,0,51-60,Bachelor's,ml_Intermediate,prog_Advanced,soft_Low,lead_Low,high,analyst
211,1054,1,51-60,Bachelor's,ml_None,prog_Advanced,soft_Medium,lead_High,high,analyst
211,1054,0,41-50,PhD,ml_Basic,prog_Advanced,soft_Low,lead_High,high,analyst
211,1055,1,21-30,PhD,ml_Basic,prog_Advanced,soft_High,lead_Low,high,analyst
211,1055,0,41-50,Bachelor's,ml_Intermediate,prog_Advanced,soft_High,lead_Low,high,analyst
212,1056,1,31-40,PhD,ml_Intermediate,prog_Intermediate,soft_Low,lead_Medium,high,manager
212,1056,0,31-40,PhD,ml_None,prog_Intermediate,soft_Medium,lead_Medium,high,manager
212,1057,1,51-60,Bachelor's,ml_None,prog_Basic,soft_Low,lead_Medium,high,manager
212,1057,0,31-40,Master's,ml_None,prog_Intermediate,soft_High,lead_Medium,high,manager
212,1058,0,51-60,Bachelor's,ml_None,prog_Intermediate,soft_Low,lead_High,high,manager
212,1058,1,51-60,Bachelor's,ml_Basic,prog_Basic,soft_High,lead_Medium,high,manager
212,1059,1,51-60,Bachelor's,ml_None,prog_Advanced,soft_Medium,lead_Low,high,manager
212,1059,0,31-40,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Medium,lead_Medium,high,manager
212,1060,0,41-50,PhD,ml_Intermediate,prog_Intermediate,soft_Low,lead_Low,high,manager
212,1060,1,41-50,PhD,ml_None,prog_Advanced,soft_High,lead_Medium,high,manager
213,1061,1,31-40,Bachelor's,ml_Intermediate,prog_Intermediate,soft_High,lead_Low,low,analyst
213,1061,0,41-50,PhD,ml_None,prog_Basic,soft_Low,lead_High,low,analyst
213,1062,1,41-50,Bachelor's,ml_Basic,prog_Basic,soft_Medium,lead_Medium,low,analyst
213,1062,0,31-40,Master's,ml_None,prog_Intermediate,soft_Medium,lead_Medium,low,analyst
213,1063,0,21-30,Master's,ml_Basic,prog_Intermediate,soft_Medium,lead_High,low,analyst
213,1063,1,51-60,Master's,ml_None,prog_Advanced,soft_High,lead_High,low,analyst
213,1064,0,41-50,Master's,ml_None,prog_Intermediate,soft_Medium,lead_Low,low,analyst
213,1064,1,41-50,Master's,ml_Advanced,prog_Advanced,soft_Medium,lead_Medium,low,analyst
213,1065,1,41-50,Bachelor's,ml_None,prog_Basic,soft_High,lead_Medium,low,analyst
213,1065,0,31-40,Master's,ml_None,prog_None,soft_High,lead_Low,low,analyst
214,1066,1,21-30,Master's,ml_Basic,prog_Advanced,soft_High,lead_Medium,low,manager
214,1066,0,31-40,Bachelor's,ml_Basic,prog_Intermediate,soft_Low,lead_Medium,low,manager
214,1067,0,51-60,Master's,ml_Intermediate,prog_Advanced,soft_Medium,lead_Low,low,manager
214,1067,1,31-40,Master's,ml_Basic,prog_Advanced,soft_Low,lead_High,low,manager
214,1068,0,21-30,PhD,ml_None,prog_None,soft_Low,lead_Low,low,manager
214,1068,1,51-60,PhD,ml_None,prog_None,soft_Medium,lead_High,low,manager
214,1069,0,31-40,Master's,ml_Intermediate,prog_Intermediate,soft_High,lead_Low,low,manager
214,1069,1,31-40,Master's,ml_None,prog_Advanced,soft_High,lead_Medium,low,manager
214,1070,0,21-30,Bachelor's,ml_None,prog_Advanced,soft_Medium,lead_Low,low,manager
214,1070,1,31-40,PhD,ml_None,prog_Advanced,soft_Medium,lead_Medium,low,manager
215,1071,0,51-60,Master's,ml_None,prog_Advanced,soft_Low,lead_High,high,analyst
215,1071,1,21-30,PhD,ml_Basic,prog_Advanced,soft_Low,lead_Low,high,analyst
215,1072,0,41-50,Bachelor's,ml_None,prog_None,soft_High,lead_High,high,analyst
215,1072,1,41-50,PhD,ml_Intermediate,prog_Intermediate,soft_Low,lead_Medium,high,analyst
215,1073,1,31-40,Bachelor's,ml_Advanced,prog_Advanced,soft_High,lead_Medium,high,analyst
215,1073,0,41-50,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Medium,lead_High,high,analyst
215,1074,1,41-50,Master's,ml_Basic,prog_Advanced,soft_Low,lead_Low,high,analyst
215,1074,0,51-60,PhD,ml_Basic,prog_Intermediate,soft_High,lead_Medium,high,analyst
215,1075,1,41-50,PhD,ml_Intermediate,prog_Advanced,soft_High,lead_Medium,high,analyst
215,1075,0,51-60,Bachelor's,ml_None,prog_None,soft_Medium,lead_Low,high,analyst
216,1076,1,21-30,Master's,ml_Intermediate,prog_Advanced,soft_Low,lead_High,low,manager
216,1076,0,51-60,Bachelor's,ml_Basic,prog_Basic,soft_Low,lead_Low,low,manager
216,1077,1,51-60,Master's,ml_Basic,prog_Intermediate,soft_High,lead_Medium,low,manager
216,1077,0,31-40,Bachelor's,ml_Basic,prog_Advanced,soft_Low,lead_Low,low,manager
216,1078,0,41-50,Master's,ml_None,prog_None,soft_High,lead_Low,low,manager
216,1078,1,51-60,Master's,ml_None,prog_Advanced,soft_High,lead_Low,low,manager
216,1079,1,31-40,Master's,ml_Intermediate,prog_Advanced,soft_Medium,lead_High,low,manager
216,1079,0,41-50,PhD,ml_Basic,prog_Advanced,soft_High,lead_Low,low,manager
216,1080,1,21-30,Master's,ml_Advanced,prog_Advanced,soft_Medium,lead_Medium,low,manager
216,1080,0,51-60,PhD,ml_None,prog_Advanced,soft_Low,lead_High,low,manager
217,1081,1,41-50,Bachelor's,ml_Intermediate,prog_Intermediate,soft_High,lead_High,high,analyst
217,1081,0,51-60,PhD,ml_Basic,prog_Intermediate,soft_High,lead_Low,high,analyst
217,1082,1,41-50,Bachelor's,ml_Basic,prog_Basic,soft_Low,lead_High,high,analyst
217,1082,0,31-40,PhD,ml_None,prog_Basic,soft_High,lead_Low,high,analyst
217,1083,1,31-40,PhD,ml_Intermediate,prog_Advanced,soft_Medium,lead_Medium,high,analyst
217,1083,0,31-40,Master's,ml_None,prog_Advanced,soft_Medium,lead_Medium,high,analyst
217,1084,0,31-40,Master's,ml_None,prog_None,soft_Low,lead_Medium,high,analyst
217,1084,1,21-30,Master's,ml_Basic,prog_Advanced,soft_Low,lead_High,high,analyst
217,1085,1,31-40,Master's,ml_Basic,prog_Intermediate,soft_High,lead_High,high,analyst
217,1085,0,31-40,Bachelor's,ml_None,prog_None,soft_Low,lead_High,high,analyst
218,1086,0,21-30,Master's,ml_Intermediate,prog_Intermediate,soft_Low,lead_Medium,high,analyst
218,1086,1,21-30,Bachelor's,ml_Basic,prog_Advanced,soft_Medium,lead_High,high,analyst
218,1087,1,21-30,Master's,ml_None,prog_Basic,soft_Low,lead_Medium,high,analyst
218,1087,0,21-30,PhD,ml_None,prog_None,soft_Medium,lead_High,high,analyst
218,1088,0,31-40,Bachelor's,ml_Basic,prog_Advanced,soft_High,lead_Low,high,analyst
218,1088,1,21-30,Master's,ml_Basic,prog_Intermediate,soft_High,lead_High,high,analyst
218,1089,1,21-30,Master's,ml_Basic,prog_Advanced,soft_Medium,lead_Low,high,analyst
218,1089,0,51-60,Master's,ml_Basic,prog_Advanced,soft_Low,lead_Medium,high,analyst
218,1090,0,31-40,Master's,ml_Basic,prog_Basic,soft_Medium,lead_Low,high,analyst
218,1090,1,31-40,Bachelor's,ml_Intermediate,prog_Advanced,soft_High,lead_High,high,analyst
219,1091,0,21-30,Master's,ml_Basic,prog_Basic,soft_Low,lead_High,low,analyst
219,1091,1,31-40,Bachelor's,ml_Basic,prog_Intermediate,soft_Low,lead_High,low,analyst
219,1092,0,41-50,PhD,ml_Basic,prog_Advanced,soft_High,lead_Low,low,analyst
219,1092,1,31-40,Bachelor's,ml_Advanced,prog_Advanced,soft_Low,lead_Low,low,analyst
219,1093,1,41-50,PhD,ml_Intermediate,prog_Advanced,soft_High,lead_Medium,low,analyst
219,1093,0,51-60,Master's,ml_Basic,prog_Basic,soft_High,lead_High,low,analyst
219,1094,0,21-30,PhD,ml_None,prog_Intermediate,soft_Medium,lead_High,low,analyst
219,1094,1,51-60,Master's,ml_Basic,prog_Advanced,soft_High,lead_Low,low,analyst
219,1095,0,51-60,Master's,ml_None,prog_Advanced,soft_Low,lead_High,low,analyst
219,1095,1,31-40,Bachelor's,ml_Basic,prog_Advanced,soft_High,lead_Low,low,analyst
220,1096,0,31-40,Master's,ml_Basic,prog_Intermediate,soft_Low,lead_Medium,low,analyst
220,1096,1,51-60,PhD,ml_Intermediate,prog_Intermediate,soft_High,lead_Low,low,analyst
220,1097,1,31-40,Master's,ml_Advanced,prog_Advanced,soft_Medium,lead_Low,low,analyst
220,1097,0,51-60,PhD,ml_None,prog_None,soft_Medium,lead_Medium,low,analyst
220,1098,0,31-40,Master's,ml_None,prog_None,soft_High,lead_Medium,low,analyst
220,1098,1,21-30,PhD,ml_Basic,prog_Advanced,soft_High,lead_Low,low,analyst
220,1099,1,21-30,PhD,ml_Basic,prog_Advanced,soft_Low,lead_Medium,low,analyst
220,1099,0,41-50,Bachelor's,ml_None,prog_None,soft_Low,lead_Medium,low,analyst
220,1100,0,21-30,Bachelor's,ml_Basic,prog_Advanced,soft_Medium,lead_High,low,analyst
220,1100,1,21-30,Master's,ml_None,prog_Advanced,soft_High,lead_High,low,analyst
221,1101,1,41-50,Master's,ml_None,prog_None,soft_Medium,lead_Low,low,analyst
221,1101,0,41-50,Master's,ml_Basic,prog_Advanced,soft_Medium,lead_Medium,low,analyst
221,1102,1,31-40,Master's,ml_Advanced,prog_Advanced,soft_Medium,lead_Low,low,analyst
221,1102,0,51-60,PhD,ml_None,prog_None,soft_Medium,lead_Medium,low,analyst
221,1103,0,51-60,Bachelor's,ml_None,prog_Advanced,soft_Low,lead_Medium,low,analyst
221,1103,1,31-40,Bachelor's,ml_Advanced,prog_Advanced,soft_Medium,lead_High,low,analyst
221,1104,1,41-50,Bachelor's,ml_None,prog_Advanced,soft_Medium,lead_Low,low,analyst
221,1104,0,31-40,PhD,ml_Intermediate,prog_Advanced,soft_High,lead_High,low,analyst
221,1105,1,51-60,Bachelor's,ml_None,prog_Basic,soft_Low,lead_Medium,low,analyst
221,1105,0,51-60,Master's,ml_Basic,prog_Basic,soft_Low,lead_Medium,low,analyst
222,1106,0,41-50,Master's,ml_None,prog_Intermediate,soft_High,lead_High,high,manager
222,1106,1,21-30,PhD,ml_None,prog_Advanced,soft_Low,lead_High,high,manager
222,1107,1,31-40,Bachelor's,ml_Basic,prog_Intermediate,soft_Medium,lead_Medium,high,manager
222,1107,0,51-60,Master's,ml_Basic,prog_Intermediate,soft_High,lead_Medium,high,manager
222,1108,0,51-60,PhD,ml_None,prog_Basic,soft_Medium,lead_High,high,manager
222,1108,1,31-40,Bachelor's,ml_None,prog_None,soft_High,lead_Medium,high,manager
222,1109,0,31-40,Master's,ml_Basic,prog_Basic,soft_Low,lead_Low,high,manager
222,1109,1,31-40,PhD,ml_Basic,prog_Intermediate,soft_Medium,lead_Low,high,manager
222,1110,1,41-50,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Low,lead_Medium,high,manager
222,1110,0,41-50,PhD,ml_Basic,prog_Advanced,soft_Low,lead_Medium,high,manager
223,1111,1,41-50,PhD,ml_Basic,prog_Basic,soft_Low,lead_High,high,manager
223,1111,0,31-40,PhD,ml_Basic,prog_Basic,soft_Low,lead_Medium,high,manager
223,1112,1,41-50,Bachelor's,ml_Basic,prog_Basic,soft_Low,lead_High,high,manager
223,1112,0,51-60,Bachelor's,ml_None,prog_Basic,soft_High,lead_Low,high,manager
223,1113,0,31-40,Master's,ml_Basic,prog_Intermediate,soft_High,lead_Medium,high,manager
223,1113,1,41-50,Master's,ml_None,prog_Intermediate,soft_High,lead_Low,high,manager
223,1114,1,41-50,Bachelor's,ml_Basic,prog_Advanced,soft_High,lead_Medium,high,manager
223,1114,0,51-60,Bachelor's,ml_Basic,prog_Intermediate,soft_High,lead_High,high,manager
223,1115,1,41-50,Master's,ml_Basic,prog_Basic,soft_Medium,lead_Low,high,manager
223,1115,0,31-40,Bachelor's,ml_None,prog_Advanced,soft_High,lead_High,high,manager
224,1116,1,31-40,Bachelor's,ml_None,prog_Advanced,soft_Low,lead_High,high,analyst
224,1116,0,51-60,Bachelor's,ml_None,prog_Intermediate,soft_Low,lead_Medium,high,analyst
224,1117,0,31-40,PhD,ml_None,prog_Advanced,soft_Low,lead_Low,high,analyst
224,1117,1,31-40,Master's,ml_Intermediate,prog_Advanced,soft_High,lead_Medium,high,analyst
224,1118,0,51-60,Master's,ml_Basic,prog_Intermediate,soft_Low,lead_Low,high,analyst
224,1118,1,31-40,Bachelor's,ml_None,prog_None,soft_Low,lead_Medium,high,analyst
224,1119,1,51-60,Bachelor's,ml_Advanced,prog_Advanced,soft_Low,lead_Medium,high,analyst
224,1119,0,41-50,PhD,ml_None,prog_Basic,soft_Medium,lead_High,high,analyst
224,1120,1,31-40,PhD,ml_Intermediate,prog_Intermediate,soft_Low,lead_Low,high,analyst
224,1120,0,31-40,Master's,ml_None,prog_None,soft_Low,lead_Medium,high,analyst
225,1121,0,31-40,PhD,ml_Advanced,prog_Advanced,soft_Medium,lead_Low,low,manager
225,1121,1,51-60,Bachelor's,ml_Basic,prog_Basic,soft_High,lead_Medium,low,manager
225,1122,1,41-50,Master's,ml_Intermediate,prog_Advanced,soft_High,lead_Medium,low,manager
225,1122,0,41-50,PhD,ml_None,prog_Basic,soft_High,lead_Low,low,manager
225,1123,1,41-50,Master's,ml_Basic,prog_Advanced,soft_High,lead_High,low,manager
225,1123,0,21-30,PhD,ml_Advanced,prog_Advanced,soft_Low,lead_High,low,manager
225,1124,1,51-60,Bachelor's,ml_Intermediate,prog_Advanced,soft_High,lead_Medium,low,manager
225,1124,0,31-40,Master's,ml_None,prog_Intermediate,soft_Medium,lead_Medium,low,manager
225,1125,0,41-50,Master's,ml_Basic,prog_Intermediate,soft_Medium,lead_High,low,manager
225,1125,1,41-50,PhD,ml_Basic,prog_Advanced,soft_High,lead_Medium,low,manager
226,1126,1,41-50,PhD,ml_Intermediate,prog_Advanced,soft_Low,lead_High,high,manager
226,1126,0,31-40,PhD,ml_Basic,prog_Intermediate,soft_Low,lead_High,high,manager
226,1127,0,31-40,PhD,ml_None,prog_Advanced,soft_Low,lead_Low,high,manager
226,1127,1,21-30,PhD,ml_None,prog_Advanced,soft_High,lead_Low,high,manager
226,1128,1,41-50,Master's,ml_None,prog_Advanced,soft_High,lead_Medium,high,manager
226,1128,0,51-60,Master's,ml_None,prog_Basic,soft_Medium,lead_Low,high,manager
226,1129,0,41-50,PhD,ml_Intermediate,prog_Advanced,soft_Medium,lead_Low,high,manager
226,1129,1,31-40,Master's,ml_None,prog_Advanced,soft_High,lead_High,high,manager
226,1130,1,41-50,PhD,ml_Intermediate,prog_Intermediate,soft_High,lead_Low,high,manager
226,1130,0,41-50,PhD,ml_Advanced,prog_Advanced,soft_Medium,lead_High,high,manager
227,1131,0,51-60,Bachelor's,ml_None,prog_None,soft_Low,lead_High,high,manager
227,1131,1,51-60,PhD,ml_Basic,prog_Basic,soft_Medium,lead_Medium,high,manager
227,1132,1,21-30,Bachelor's,ml_Basic,prog_Basic,soft_High,lead_High,high,manager
227,1132,0,51-60,PhD,ml_None,prog_Intermediate,soft_Medium,lead_Medium,high,manager
227,1133,1,31-40,Bachelor's,ml_Basic,prog_Basic,soft_Low,lead_Medium,high,manager
227,1133,0,51-60,Master's,ml_Basic,prog_Intermediate,soft_Medium,lead_Low,high,manager
227,1134,0,21-30,Master's,ml_Basic,prog_Basic,soft_Medium,lead_Medium,high,manager
227,1134,1,41-50,PhD,ml_Intermediate,prog_Intermediate,soft_Medium,lead_High,high,manager
227,1135,0,31-40,Master's,ml_None,prog_Intermediate,soft_Medium,lead_Low,high,manager
227,1135,1,31-40,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Medium,lead_Medium,high,manager
228,1136,0,41-50,PhD,ml_Intermediate,prog_Intermediate,soft_High,lead_Low,high,analyst
228,1136,1,31-40,Master's,ml_None,prog_Basic,soft_Medium,lead_Medium,high,analyst
228,1137,1,41-50,PhD,ml_None,prog_Intermediate,soft_Medium,lead_High,high,analyst
228,1137,0,21-30,Bachelor's,ml_Basic,prog_Basic,soft_Medium,lead_High,high,analyst
228,1138,0,41-50,Master's,ml_Intermediate,prog_Advanced,soft_Low,lead_High,high,analyst
228,1138,1,51-60,PhD,ml_None,prog_Advanced,soft_High,lead_High,high,analyst
228,1139,1,41-50,Bachelor's,ml_Advanced,prog_Advanced,soft_High,lead_Medium,high,analyst
228,1139,0,41-50,Bachelor's,ml_Intermediate,prog_Advanced,soft_High,lead_Low,high,analyst
228,1140,1,31-40,Bachelor's,ml_Intermediate,prog_Advanced,soft_Medium,lead_High,high,analyst
228,1140,0,31-40,Master's,ml_None,prog_Advanced,soft_High,lead_Low,high,analyst
229,1141,1,51-60,PhD,ml_None,prog_Basic,soft_High,lead_Medium,low,manager
229,1141,0,21-30,Master's,ml_None,prog_Basic,soft_Medium,lead_High,low,manager
229,1142,0,31-40,PhD,ml_Intermediate,prog_Intermediate,soft_Medium,lead_Medium,low,manager
229,1142,1,51-60,PhD,ml_Advanced,prog_Advanced,soft_Low,lead_Medium,low,manager
229,1143,1,41-50,PhD,ml_Basic,prog_Advanced,soft_Medium,lead_High,low,manager
229,1143,0,31-40,Master's,ml_None,prog_Intermediate,soft_High,lead_High,low,manager
229,1144,0,31-40,Master's,ml_None,prog_Advanced,soft_High,lead_High,low,manager
229,1144,1,31-40,Master's,ml_Basic,prog_Intermediate,soft_High,lead_Low,low,manager
229,1145,0,41-50,PhD,ml_Intermediate,prog_Intermediate,soft_High,lead_Medium,low,manager
229,1145,1,41-50,Bachelor's,ml_Advanced,prog_Advanced,soft_Medium,lead_High,low,manager
230,1146,1,31-40,Bachelor's,ml_Basic,prog_Advanced,soft_Low,lead_Medium,low,analyst
230,1146,0,21-30,Master's,ml_None,prog_None,soft_Low,lead_Medium,low,analyst
230,1147,1,31-40,Bachelor's,ml_None,prog_None,soft_High,lead_Medium,low,analyst
230,1147,0,51-60,Bachelor's,ml_Advanced,prog_Advanced,soft_Low,lead_Medium,low,analyst
230,1148,0,51-60,PhD,ml_Advanced,prog_Advanced,soft_Low,lead_High,low,analyst
230,1148,1,41-50,Master's,ml_None,prog_Intermediate,soft_Medium,lead_Medium,low,analyst
230,1149,1,31-40,PhD,ml_None,prog_Intermediate,soft_Low,lead_Medium,low,analyst
230,1149,0,31-40,Master's,ml_None,prog_Advanced,soft_Medium,lead_Low,low,analyst
230,1150,1,51-60,PhD,ml_None,prog_Intermediate,soft_High,lead_Medium,low,analyst
230,1150,0,41-50,Bachelor's,ml_None,prog_Basic,soft_Medium,lead_High,low,analyst
231,1151,1,41-50,PhD,ml_Intermediate,prog_Intermediate,soft_Low,lead_Low,high,analyst
231,1151,0,41-50,Master's,ml_None,prog_None,soft_Low,lead_Medium,high,analyst
231,1152,0,51-60,PhD,ml_Advanced,prog_Advanced,soft_Medium,lead_Medium,high,analyst
231,1152,1,31-40,Bachelor's,ml_Basic,prog_Advanced,soft_Medium,lead_High,high,analyst
231,1153,1,21-30,PhD,ml_None,prog_Intermediate,soft_High,lead_Medium,high,analyst
231,1153,0,41-50,Master's,ml_Intermediate,prog_Intermediate,soft_Low,lead_Medium,high,analyst
231,1154,1,41-50,Master's,ml_Intermediate,prog_Advanced,soft_Medium,lead_High,high,analyst
231,1154,0,51-60,Bachelor's,ml_Basic,prog_Basic,soft_Medium,lead_High,high,analyst
231,1155,0,51-60,PhD,ml_Basic,prog_Advanced,soft_Low,lead_High,high,analyst
231,1155,1,41-50,Master's,ml_Advanced,prog_Advanced,soft_Low,lead_High,high,analyst
232,1156,0,21-30,PhD,ml_None,prog_None,soft_Low,lead_High,low,analyst
232,1156,1,41-50,Master's,ml_Basic,prog_Basic,soft_Low,lead_High,low,analyst
232,1157,1,41-50,Bachelor's,ml_Advanced,prog_Advanced,soft_High,lead_High,low,analyst
232,1157,0,41-50,PhD,ml_None,prog_None,soft_Medium,lead_High,low,analyst
232,1158,1,31-40,PhD,ml_Intermediate,prog_Advanced,soft_Low,lead_Low,low,analyst
232,1158,0,21-30,Bachelor's,ml_None,prog_Advanced,soft_Medium,lead_Low,low,analyst
232,1159,1,31-40,Master's,ml_Intermediate,prog_Advanced,soft_High,lead_Medium,low,analyst
232,1159,0,21-30,Master's,ml_Basic,prog_Intermediate,soft_Low,lead_Low,low,analyst
232,1160,1,41-50,Bachelor's,ml_None,prog_Intermediate,soft_Medium,lead_High,low,analyst
232,1160,0,51-60,Master's,ml_None,prog_Basic,soft_High,lead_High,low,analyst
233,1161,0,31-40,Bachelor's,ml_None,prog_Basic,soft_Medium,lead_Medium,high,analyst
233,1161,1,21-30,PhD,ml_Basic,prog_Intermediate,soft_Low,lead_Medium,high,analyst
233,1162,0,51-60,Master's,ml_None,prog_Intermediate,soft_Medium,lead_Low,high,analyst
233,1162,1,41-50,Master's,ml_Advanced,prog_Advanced,soft_Medium,lead_High,high,analyst
233,1163,1,21-30,PhD,ml_Intermediate,prog_Advanced,soft_Medium,lead_Medium,high,analyst
233,1163,0,31-40,Master's,ml_Basic,prog_Advanced,soft_High,lead_Low,high,analyst
233,1164,1,21-30,PhD,ml_None,prog_Advanced,soft_High,lead_High,high,analyst
233,1164,0,51-60,Bachelor's,ml_None,prog_Advanced,soft_High,lead_High,high,analyst
233,1165,1,41-50,Bachelor's,ml_None,prog_Basic,soft_Medium,lead_Low,high,analyst
233,1165,0,21-30,Master's,ml_None,prog_Basic,soft_Low,lead_Low,high,analyst
