"","PROLIFIC_PID","task_number","profile","chosen","age","educ","ml","prog","soft","lead","task_id","Progress","Finished","RecordedDate","LocationLatitude","LocationLongitude","consent","resp_age","resp_sex","resp_hiring","resp_role","resp_edu","industry_type","dig_literacy","dig_use","dig_skills","gov_reg","gov_reskill","personal_data_safety_cause_for_concern","ai_increases_prod_without_unemp","labour_welfare_policies_over_econ_growth","ai_driven_high_job_disp_in_the_future","more_ai_research_and_development","check_1","check_2","ai_framing","job_role","Duration_mins","m_check","Status","Decision.making.responsibilities","Age","Sex","Ethnicity.simplified","Country.of.residence","Nationality","Language","Time.taken_mins","Region","resp_age_num","condition"
"1943","67e98d094d01c7f5286ddb87",1,"B",0,55,"Bachelor's","Basic","Intermediate","High","High","67e98d094d01c7f5286ddb87_1","100","True","45796.8096385764","40.6805","-73.8442","Yes","25 or younger","Male","Yes, regularly","vice president","PhD or higher","healthcare","Very comfortable","I use AI tools frequently","Advanced","Neutral","Agree","Neutral","Disagree","Neutral","Disagree","Neutral","I don't recall.","Significantly","high","manager",20.2,"pass","APPROVED","Supply chain/logistics, Research/development, People management, Operations/production, Marketing/sales/advertising, Customer/client, Accounts/finance, Business strategy, Hiring","23","Male","White","United States","United States","English",20.5,"US","23","High AI + Manager"
"1944","67e9b0d3c64cbc6cbd19fae4",1,"B",0,47,"PhD","Basic","Intermediate","High","Low","67e9b0d3c64cbc6cbd19fae4_1","100","True","45783.6599543866","37.751","-97.822","Yes","35-44","Female","Occasionally","Middle level manager","Bachelor's Degree","Manufacturing","Very comfortable","I use AI tools frequently","Advanced","Agree","Strongly agree","Disagree","Neutral","Strongly agree","Strongly agree","Strongly agree","The company has limited or no use of AI.","Moderately","high","manager",4.58333333333333,"pass","APPROVED","Operations/production, Hiring, Business strategy, Research/development","39","Female","Black","United States","United States","English",5.36666666666667,"US","39","High AI + Manager"
"1945","67e9e090c54ce895c5ced1a1",1,"B",1,51,"PhD","Advanced","Advanced","Low","Low","67e9e090c54ce895c5ced1a1_1","100","True","45796.8148358796","40.7126","-74.0066","Yes","45-54","Female","Yes, regularly","Manager","Bachelor's Degree","Computer and Technology","Somewhat comfortable","I use AI tools frequently","Advanced","Agree","Strongly agree","Strongly agree","Neutral","Agree","Agree","Agree","The company relies heavily on AI.","Significantly","high","manager",7.23333333333333,"pass","APPROVED","Marketing/sales/advertising, People management, Customer/client, Hiring, Business strategy","50","Female","White","United States","United States","English",7.51666666666667,"US","50","High AI + Manager"
"1946","67ea1b486fa9c8eb97c1c4ea",1,"B",0,48,"Master's","Basic","Intermediate","Medium","Low","67ea1b486fa9c8eb97c1c4ea_1","100","True","45783.6671735764","37.751","-97.822","Yes","54-65","Male","Yes, regularly","HR Manager","Master's Degree","Marketing","Very comfortable","I use AI tools occasionally","Advanced","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","The company relies heavily on AI.","Moderately","high","manager",10.4166666666667,"pass","APPROVED","Accounts/finance, Hiring, Business strategy, Marketing/sales/advertising, Supply chain/logistics","59","Male","White","United States","United States","English",10.6166666666667,"US","59","High AI + Manager"
"1947","67ead81567b76f7b14eda8e4",1,"B",1,34,"PhD","Basic","Advanced","Low","Medium","67ead81567b76f7b14eda8e4_1","100","True","45796.7600506481","37.751","-97.822","Yes","45-54","Male","Yes, regularly","DIRECTOR","Bachelor's Degree","IT","Very comfortable","I use AI tools frequently","Advanced","Strongly disagree","Agree","Neutral","Strongly agree","Strongly agree","Strongly disagree","Agree","The company relies heavily on AI.","Moderately","high","manager",7.1,"pass","APPROVED","Customer/client, People management, Business strategy, Accounts/finance, Hiring","54","Male","White","United States","United States","English",7.71666666666667,"US","54","High AI + Manager"
"1948","67ec6b6eacfd7c3da7e659dd",1,"B",0,46,"PhD","None","Advanced","High","High","67ec6b6eacfd7c3da7e659dd_1","100","True","45796.7782609028","40.9988","-74.4261","Yes","25 or younger","Female","Occasionally","manager","Bachelor's Degree","Banking, Finance and Insurance,Marketing","Very comfortable","I use AI tools frequently","Advanced","Disagree","Neutral","Neutral","Strongly disagree","Agree","Agree","Agree","The company relies heavily on AI.","Moderately","high","manager",5.8,"pass","APPROVED","Hiring, Marketing/sales/advertising, Customer/client, Business strategy, Accounts/finance","19","Female","White","United States","United States","English",6.31666666666667,"US","19","High AI + Manager"
"1949","67edb211a7c1d23c1535d6b2",1,"B",1,27,"Master's","None","Advanced","Low","Medium","67edb211a7c1d23c1535d6b2_1","100","True","45796.7513128125","35.0737","-78.8883","Yes","35-44","Male","Occasionally","HR Manager","Master's Degree","Customer Service","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly agree","The company has limited or no use of AI.","Moderately","high","manager",7.53333333333333,"pass","APPROVED","Customer/client, Research/development, Hiring","41","Male","Black","United States","United States","English",7.76666666666667,"US","41","High AI + Manager"
"1950","67ee4b20f2fb1c7aec88caa5",1,"B",1,30,"PhD","Intermediate","Intermediate","Medium","Medium","67ee4b20f2fb1c7aec88caa5_1","100","True","45796.807052338","40.7641","-74.1654","Yes","25-34","Male","Yes, regularly","MANAGER","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Strongly disagree","Disagree","Neutral","Disagree","Neutral","Disagree","Strongly agree","The company relies heavily on AI.","Moderately","high","manager",6.11666666666667,"pass","APPROVED","Business strategy, Hiring, Operations/production, Research/development, People management","27","Male","White","United States","United States","English",6.93333333333333,"US","27","High AI + Manager"
"1951","67f1921726bfac07aea277c3",1,"B",1,50,"Bachelor's","Intermediate","Advanced","High","High","67f1921726bfac07aea277c3_1","100","True","45796.7633587847","40.7126","-74.0066","Yes","54-65","Female","Occasionally","Senior Sales Manager","PhD or higher","Marketing","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Agree","The company relies heavily on AI.","Significantly","high","manager",6.1,"pass","APPROVED","Hiring, Business strategy, Marketing/sales/advertising, Operations/production, People management, Supply chain/logistics","61","Female","White","United States","United States","English",6.35,"US","61","High AI + Manager"
"1952","67f1ed7b964c967774fbca74",1,"B",0,26,"Bachelor's","None","Advanced","High","Medium","67f1ed7b964c967774fbca74_1","100","True","45796.7602948148","35.0737","-78.8883","Yes","25-34","Male","Yes, regularly","manager","PhD or higher","Cybersecurity","Very comfortable","I use AI tools frequently","Advanced","Agree","Neutral","Agree","Neutral","Agree","Strongly agree","Strongly agree","The company relies heavily on AI.","Significantly","high","manager",14.7333333333333,"pass","APPROVED","Marketing/sales/advertising, Hiring, Customer/client, Business strategy, Operations/production, People management, Research/development, Supply chain/logistics, Accounts/finance","34","Male","White","United States","United States","English",15.0833333333333,"US","34","High AI + Manager"
"1953","67f2eebc37225c87ef8b3b84",1,"B",0,26,"Master's","None","None","Medium","High","67f2eebc37225c87ef8b3b84_1","100","True","45796.7564255787","39.0814","-77.6443","Yes","35-44","Female","Occasionally","Psychologist","Master's Degree","Health Care","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Neutral","Disagree","Neutral","Agree","Strongly agree","The company relies heavily on AI.","Significantly","high","manager",9.25,"pass","APPROVED","Operations/production, People management, Marketing/sales/advertising, Hiring, Customer/client, Accounts/finance, Business strategy","34","Female","Black","United States","United States","English",9.55,"US","34","High AI + Manager"
"1954","67fc6e08e2aed442d70438d3",1,"B",0,29,"PhD","Intermediate","Intermediate","High","Medium","67fc6e08e2aed442d70438d3_1","100","True","45796.8173166435","33.9558","-118.3893","Yes","65 or older","Male","Yes, regularly","manager","Master's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Disagree","Disagree","Neutral","Disagree","Neutral","Disagree","The company relies heavily on AI.","Significantly","high","manager",5.46666666666667,"pass","APPROVED","Business strategy, Accounts/finance, Marketing/sales/advertising, Operations/production, Research/development, Supply chain/logistics, People management, Hiring, Customer/client","65","Male","White","United States","United States","English",5.85,"US","65","High AI + Manager"
"1955","67fdd6b5d2eef1042a825d7f",1,"B",1,56,"PhD","Intermediate","Intermediate","Medium","High","67fdd6b5d2eef1042a825d7f_1","100","True","45796.7590751042","40.7337","-74.1941","Yes","25-34","Female","Occasionally","Manager","Master's Degree","Hospitality","Somewhat uncomfortable","I have heard of AI tools, but do not use them","None","Agree","Strongly agree","Strongly agree","Neutral","Agree","Agree","Neutral","The company relies heavily on AI.","Slightly","high","manager",12.15,"pass","APPROVED","Operations/production, Hiring, Research/development","31","Female","White","United States","United States","English",12.9,"US","31","High AI + Manager"
"1956","680d34e8e234883c8184656a",1,"B",1,40,"PhD","Basic","Advanced","Low","High","680d34e8e234883c8184656a_1","100","True","45796.756358669","33.9558","-118.3893","Yes","45-54","Female","Occasionally","Data analyst","PhD or higher","Agriculture","Very comfortable","I use AI tools frequently","Advanced","Neutral","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","The company relies heavily on AI.","Significantly","high","manager",8.36666666666667,"pass","APPROVED","People management, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Research/development, Supply chain/logistics","50","Female","Black","United States","United States","English",8.63333333333333,"US","50","High AI + Manager"
"1957","680e903cca280e0d7b36aaf9",1,"B",0,25,"PhD","Intermediate","Intermediate","Low","Low","680e903cca280e0d7b36aaf9_1","100","True","45796.7743200694","40.7872","-74.3225","Yes","35-44","Female","Yes, regularly","Manager","High School or lower","Health Care and Social Assistance","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Strongly agree","Disagree","Strongly agree","Strongly agree","Disagree","Strongly agree","The company relies heavily on AI.","Significantly","high","manager",5.06666666666667,"pass","APPROVED","Hiring, Operations/production","35","Female","White","United States","United States","English",6.16666666666667,"US","35","High AI + Manager"
"1958","681f62387885698d8bf4e1e4",1,"B",0,60,"Master's","Basic","Advanced","Low","Medium","681f62387885698d8bf4e1e4_1","100","True","45796.7587480093","39.0814","-77.6443","Yes","35-44","Male","Yes, regularly","manager","Master's Degree","Government","Very comfortable","I use AI tools frequently","Advanced","Neutral","Disagree","Disagree","Disagree","Disagree","Strongly disagree","Strongly disagree","The company relies heavily on AI.","Significantly","high","manager",17.05,"pass","APPROVED","Hiring","41","Male","White","United States","United States","English",17.2833333333333,"US","41","High AI + Manager"
"1959","682509b05778929b2709097d",1,"B",0,25,"Master's","None","Intermediate","High","High","682509b05778929b2709097d_1","100","True","45796.7816219213","33.9558","-118.3893","Yes","35-44","Male","Occasionally","Talent Acquisition Specialist in IT","Bachelor's Degree","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools occasionally","Advanced","Neutral","Agree","Neutral","Agree","Disagree","Agree","Strongly agree","The company relies heavily on AI.","Significantly","high","manager",7.03333333333333,"pass","APPROVED","Hiring, Research/development","41","Male","White","United States","United States","English",7.28333333333333,"US","41","High AI + Manager"
"1960","6825c692800fe317c782e137",1,"B",1,39,"Bachelor's","None","Intermediate","High","Low","6825c692800fe317c782e137_1","100","True","45796.7592976736","39.7503","-75.5453","Yes","25-34","Female","Yes, regularly","IT SPECIALIST","Master's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Neutral","Disagree","Agree","Disagree","Disagree","Strongly disagree","Strongly disagree","The company relies heavily on AI.","Significantly","high","manager",15.0833333333333,"pass","APPROVED","Research/development, Customer/client, Hiring","28","Female","Black","United States","United States","English",9.96666666666667,"US","28","High AI + Manager"
"1961","68265691906714dd789353dc",1,"B",1,49,"PhD","Intermediate","Intermediate","Low","Medium","68265691906714dd789353dc_1","100","True","45796.7512572569","40.7503","-74.0014","Yes","25 or younger","Male","Yes, regularly","HR Manager","High School or lower","Marketing,Agriculture","Very comfortable","I use AI tools frequently","Advanced","Disagree","Strongly agree","Agree","Neutral","Agree","Agree","Strongly agree","The company relies heavily on AI.","Significantly","high","manager",5.25,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production","20","Male","White","United States","United States","English",5.56666666666667,"US","20","High AI + Manager"
"1962","682659ba7cb461909a7f2797",1,"B",0,34,"Master's","None","None","High","Low","682659ba7cb461909a7f2797_1","100","True","45796.7588893171","40.7126","-74.0066","Yes","25 or younger","Male","Yes, regularly","Middle Management","Bachelor's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Advanced","Agree","Strongly agree","Strongly agree","Agree","Agree","Disagree","Agree","The company relies heavily on AI.","Significantly","high","manager",13.2333333333333,"pass","APPROVED","Hiring, Marketing/sales/advertising, Operations/production, People management, Research/development, Supply chain/logistics, Customer/client","21","Male","White","United States","United States","English",13.4666666666667,"US","21","High AI + Manager"
"1963","68268b725fdc0aefdbdd7596",1,"B",1,56,"PhD","Basic","Intermediate","High","High","68268b725fdc0aefdbdd7596_1","100","True","45796.8898918866","35.0737","-78.8883","Yes","25-34","Male","Yes, regularly","Hiring manager","Master's Degree","Marketing,Agriculture,Customer Service","Very comfortable","I use AI tools frequently","Advanced","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","The company has limited or no use of AI.","Moderately","high","manager",5,"pass","APPROVED","Accounts/finance, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management","31","Male","DATA_EXPIRED","United States","United States","English",5.28333333333333,"US","31","High AI + Manager"
"1964","6826a954abf6527a7a70f19f",1,"B",1,60,"Master's","Basic","Intermediate","High","High","6826a954abf6527a7a70f19f_1","100","True","45796.7765446644","34.9458","-81.9334","Yes","45-54","Female","Yes, regularly","Manager","Master's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Agree","Strongly agree","Neutral","Disagree","Agree","Strongly agree","Agree","The company relies heavily on AI.","Significantly","high","manager",9.88333333333333,"pass","APPROVED","Marketing/sales/advertising, People management, Operations/production, Hiring, Customer/client, Business strategy, Accounts/finance, Research/development, Supply chain/logistics","44","Female","White","United States","United States","English",10.1166666666667,"US","44","High AI + Manager"
"1965","58905562670d6600012bda4b",2,"A",0,29,"PhD","Intermediate","Advanced","High","Low","58905562670d6600012bda4b_2","100","True","45796.7504879398","40.4519","-3.711","Yes","45-54","Male","Occasionally","Finance Director","Bachelor's Degree","Retail","Very comfortable","I use AI tools occasionally","Intermediate","Disagree","Agree","Disagree","Agree","Strongly agree","Disagree","Agree","The company relies heavily on AI.","Significantly","high","manager",5.06666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management, Supply chain/logistics, Research/development","51","Male","White","Spain","Spain","Spanish",5.18333333333333,"EU","51","High AI + Manager"
"1966","5ad449bc3a859300016c706c",2,"A",1,51,"PhD","Intermediate","Advanced","Medium","Medium","5ad449bc3a859300016c706c_2","100","True","45796.7984045255","38.269","-85.4934","Yes","45-54","Female","Yes, regularly","IT Director","Master's Degree","Healthcare","Very comfortable","I use AI tools frequently","Advanced","Disagree","Agree","Agree","Disagree","Disagree","Strongly agree","Agree","The company relies heavily on AI.","Moderately","high","manager",2.8,"pass","APPROVED","Business strategy, Hiring, Operations/production, Accounts/finance","45","Female","White","United States","United States","English",3.06666666666667,"US","45","High AI + Manager"
"1967","5d40a12f4994c40001e4b80c",2,"A",1,52,"PhD","Advanced","Advanced","Low","High","5d40a12f4994c40001e4b80c_2","100","True","45796.7577527315","49.7435","21.4717","Yes","25-34","Female","Yes, regularly","Manager of Production","Bachelor's Degree","Logistics/Transportation","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Strongly agree","Neutral","Agree","Strongly agree","Disagree","Agree","The company relies heavily on AI.","Significantly","high","manager",4.86666666666667,"pass","APPROVED","Business strategy, Customer/client, Hiring, Operations/production, People management, Supply chain/logistics","34","Female","White","Poland","Poland","Polish",5.06666666666667,"EU","34","High AI + Manager"
"1968","5d83ce739ade5600199d448e",2,"A",0,41,"Bachelor's","Basic","Intermediate","High","High","5d83ce739ade5600199d448e_2","100","True","45796.7498219329","39.2302","9.121","Yes","54-65","Female","Occasionally","Data Analyst","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Disagree","Disagree","Disagree","Agree","Neutral","Agree","Strongly agree","The company relies heavily on AI.","Slightly","high","manager",5.96666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Research/development","57","Female","White","Italy","Italy","Italian",6.08333333333333,"EU","57","High AI + Manager"
"1969","5d9f8573ce3daf0015e3e400",2,"A",1,46,"Bachelor's","Intermediate","Advanced","Medium","Low","5d9f8573ce3daf0015e3e400_2","100","True","45796.7582603125","35.9306","-86.8788","Yes","25-34","Male","Yes, regularly","Finance Manager","Bachelor's Degree","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools occasionally","Beginner","Disagree","Neutral","Disagree","Disagree","Neutral","Disagree","Agree","The company relies heavily on AI.","Significantly","high","manager",2.8,"pass","APPROVED","Research/development, Hiring, Business strategy, Accounts/finance","33","Male","White","United States","United States","English",2.88333333333333,"US","33","High AI + Manager"
"1970","5e42da6c4a5ec517392ee0a1",2,"A",1,53,"Master's","Intermediate","Advanced","High","Low","5e42da6c4a5ec517392ee0a1_2","100","True","45796.7485452199","37.1692","-3.5764","Yes","25-34","Male","Occasionally","Worker/Owner","High School or lower","Hospitality","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Agree","Strongly agree","Neutral","Agree","Agree","Agree","The company relies heavily on AI.","Moderately","high","manager",3.95,"pass","APPROVED","Business strategy, Customer/client, Marketing/sales/advertising, People management, Hiring, Accounts/finance","31","Male","White","Spain","Spain","Spanish",4.06666666666667,"EU","31","High AI + Manager"
"1971","5e79340b6d9a624e3f39586d",2,"A",0,33,"Bachelor's","None","None","Low","Low","5e79340b6d9a624e3f39586d_2","100","True","45796.7557468056","32.7967","-117.1367","Yes","45-54","Male","Yes, regularly","manager","Bachelor's Degree","Customer Service","Somewhat comfortable","I use AI tools frequently","Intermediate","Neutral","Agree","Neutral","Neutral","Disagree","Agree","Agree","The company relies heavily on AI.","Moderately","high","manager",4.11666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Marketing/sales/advertising, Hiring, Operations/production, People management, Research/development, Supply chain/logistics","47","Male","Mixed","United States","United States","English",4.23333333333333,"US","47","High AI + Manager"
"1972","5ee7fbc114d0a60f9b076fb6",2,"A",0,58,"PhD","Advanced","Advanced","Low","Low","5ee7fbc114d0a60f9b076fb6_2","100","True","45796.7705468866","48.767","9.1827","Yes","45-54","Male","Yes, regularly","Manager specialist department","Master's Degree","Manufacturing","Somewhat comfortable","I use AI tools occasionally","Beginner","Disagree","Neutral","Agree","Strongly disagree","Disagree","Agree","Agree","The company relies heavily on AI.","Moderately","high","manager",5.63333333333333,"pass","APPROVED","People management, Hiring","47","Male","White","Germany","Germany","German",5.75,"EU","47","High AI + Manager"
"1973","6077cb38de8f5c783d413450",2,"A",1,32,"PhD","None","None","Medium","High","6077cb38de8f5c783d413450_2","100","True","45796.7526028704","42.2529","-73.791","Yes","45-54","Male","Occasionally","manager","High School or lower","Hospitality","Somewhat comfortable","I have heard of AI tools, but do not use them","Beginner","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Agree","The company relies heavily on AI.","Significantly","high","manager",4.13333333333333,"pass","APPROVED","Hiring, People management, Supply chain/logistics","51","Male","White","United States","United States","English",4.25,"US","51","High AI + Manager"
"1974","60ba2ffd080107de026041d3",2,"A",0,46,"Bachelor's","Intermediate","Advanced","Medium","Low","60ba2ffd080107de026041d3_2","100","True","45796.7487090741","39.0469","-77.4903","Yes","25-34","Male","Occasionally","Senior Software Engineer","Bachelor's Degree","Entertainment and Media","Somewhat comfortable","I use AI tools occasionally","Advanced","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","The company relies heavily on AI.","Slightly","high","manager",2.83333333333333,"pass","APPROVED","Hiring, Business strategy, Operations/production, Research/development","34","Male","White","United States","United States","English",2.93333333333333,"US","34","High AI + Manager"
"1975","60da18dba560960ea60a8fe5",2,"A",1,52,"Bachelor's","Intermediate","Advanced","Medium","Medium","60da18dba560960ea60a8fe5_2","100","True","45796.7521153819","42.3182","-71.6429","Yes","25-34","Male","Yes, regularly","Technical Manager","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools occasionally","Intermediate","Strongly disagree","Agree","Disagree","Agree","Neutral","Agree","Strongly agree","The company relies heavily on AI.","Moderately","high","manager",5,"pass","APPROVED","Hiring, Operations/production, People management, Research/development","34","Male","White","United States","United States","English",5.1,"US","34","High AI + Manager"
"1976","60e5cb4ca01a593fce9a379d",2,"A",0,55,"Master's","None","Basic","High","Low","60e5cb4ca01a593fce9a379d_2","100","True","45796.7509639468","27.9032","-82.2911","Yes","25-34","Male","Occasionally","Technology lead","Master's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","The company relies heavily on AI.","Moderately","high","manager",5.68333333333333,"pass","APPROVED","Hiring","34","Male","Asian","United States","India","Telugu",6.08333333333333,"US","34","High AI + Manager"
"1977","6159e5f964d5b78cedb9c192",2,"A",0,26,"Bachelor's","None","Intermediate","Low","Medium","6159e5f964d5b78cedb9c192_2","100","True","45796.748522419","38.7219","-9.1398","Yes","45-54","Male","Occasionally","Callcenter Team Leader","High School or lower","Customer Service","Somewhat comfortable","I use AI tools occasionally","Beginner","Agree","Strongly agree","Neutral","Disagree","Strongly agree","Neutral","Neutral","The company relies heavily on AI.","Moderately","high","manager",4.06666666666667,"pass","APPROVED","Customer/client, Hiring, Operations/production, People management","48","Male","White","Portugal","Portugal","Portuguese",4.15,"EU","48","High AI + Manager"
"1978","615c9083ffc1ce3be0325609",2,"A",0,57,"Bachelor's","Basic","Advanced","Medium","Low","615c9083ffc1ce3be0325609_2","100","True","45796.7665852778","39.2909","-76.6096","Yes","35-44","Male","Yes, regularly","Department Manager","High School or lower","Retail","Somewhat comfortable","I use AI tools occasionally","Beginner","Agree","Strongly agree","Agree","Neutral","Agree","Neutral","Agree","The company relies heavily on AI.","Significantly","high","manager",7.96666666666667,"pass","APPROVED","People management, Hiring","37","Male","Other","United States","United States","Spanish",8.1,"US","37","High AI + Manager"
"1979","615e420a23219efe3427a367",2,"A",0,51,"Bachelor's","Basic","Basic","Medium","Low","615e420a23219efe3427a367_2","100","True","45796.7541344097","33.3792","-86.6969","Yes","65 or older","Female","Occasionally","Manager Software Analytics","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools occasionally","Advanced","Neutral","Agree","Agree","Neutral","Disagree","Agree","Agree","The company relies heavily on AI.","Significantly","high","manager",5.41666666666667,"pass","APPROVED","Customer/client, Hiring, Operations/production, People management, Research/development","69","Female","White","United States","United States","English",5.56666666666667,"US","69","High AI + Manager"
"1980","6161d2a6b6dcc778b5b930bb",2,"A",0,26,"PhD","None","None","Medium","Medium","6161d2a6b6dcc778b5b930bb_2","100","True","45796.7488550232","40.4519","-3.711","Yes","35-44","Female","Yes, regularly","partner","Master's Degree","Marketing","Somewhat comfortable","I use AI tools occasionally","Beginner","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Agree","Agree","The company relies heavily on AI.","Slightly","high","manager",3.81666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management, Research/development","41","Female","White","Spain","Spain","Spanish",3.96666666666667,"EU","41","High AI + Manager"
"1981","623ac50ed58ac10f7e259b8f",2,"A",0,36,"PhD","Intermediate","Intermediate","High","Low","623ac50ed58ac10f7e259b8f_2","100","True","45796.7550126273","36.2038","-115.2255","Yes","25 or younger","Male","Occasionally","Information Technology Manager","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Agree","Agree","Neutral","Strongly agree","Neutral","Strongly disagree","Strongly agree","The company relies heavily on AI.","Significantly","high","manager",2.65,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, Supply chain/logistics, Research/development","24","Male","White","United States","United States","English",2.86666666666667,"US","24","High AI + Manager"
"1982","62b21265a3b5b67b0f8ae791",2,"A",1,38,"Bachelor's","Advanced","Advanced","Medium","Low","62b21265a3b5b67b0f8ae791_2","100","True","45796.759459375","33.1962","-80.0245","Yes","35-44","Male","Yes, regularly","Senior Manager","Bachelor's Degree","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools frequently","Intermediate","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","The company relies heavily on AI.","Slightly","high","manager",10.5833333333333,"pass","APPROVED","People management, Research/development, Supply chain/logistics, Hiring","35","Male","Black","United States","United States","English",10.7666666666667,"US","35","High AI + Manager"
"1983","62b4babe7f02be73f830f128",2,"A",0,25,"Master's","None","Advanced","Medium","High","62b4babe7f02be73f830f128_2","100","True","45796.7640442245","33.7855","-84.3612","Yes","35-44","Female","Yes, regularly","Operations Manager","Bachelor's Degree","Entertainment and Media","Very comfortable","I use AI tools frequently","Advanced","Neutral","Strongly agree","Neutral","Disagree","Agree","Neutral","Neutral","The company relies heavily on AI.","Significantly","high","manager",6.11666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management, Research/development, Supply chain/logistics","43","Female","White","United States","United States","English",6.35,"US","43","High AI + Manager"
"1984","63614899ad49a91f1ef09067",2,"A",0,37,"Bachelor's","Basic","Basic","Medium","Low","63614899ad49a91f1ef09067_2","100","True","45796.7671602546","39.4214","-81.4664","Yes","45-54","Male","Occasionally","library director","Master's Degree","education","Very comfortable","I use AI tools occasionally","Intermediate","Agree","Strongly agree","Agree","Disagree","Strongly agree","Agree","Agree","The company relies heavily on AI.","Significantly","high","manager",9.21666666666667,"pass","APPROVED","Customer/client, Hiring, People management","53","Male","White","United States","United States","English",9.35,"US","53","High AI + Manager"
"1985","636d6ce3fb3683ff33f9e514",2,"A",0,35,"Bachelor's","None","None","Medium","High","636d6ce3fb3683ff33f9e514_2","100","True","45796.748395081","42.363","-83.3627","Yes","45-54","Male","Yes, regularly","Fabrication Manager","Bachelor's Degree","Manufacturing","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Agree","Strongly agree","Strongly disagree","Agree","Strongly agree","Neutral","The company relies heavily on AI.","Significantly","high","manager",3,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production","51","Male","White","United States","United States","English",3.21666666666667,"US","51","High AI + Manager"
"1986","6441c37f5666c66e67eba833",2,"A",0,46,"PhD","None","Advanced","Medium","Low","6441c37f5666c66e67eba833_2","100","True","45796.7533221528","39.1459","-76.7839","Yes","25-34","Male","Yes, regularly","System Administrator","High School or lower","Cybersecurity,Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Neutral","The company relies heavily on AI.","Moderately","high","manager",8.68333333333333,"pass","APPROVED","Hiring, Marketing/sales/advertising","28","Male","Black","United States","United States","English",8.78333333333333,"US","28","High AI + Manager"
"1987","6463c107f7da96b246f9ad52",2,"A",1,34,"PhD","Basic","Basic","Low","Medium","6463c107f7da96b246f9ad52_2","100","True","45796.8139578935","39.9625","-83.0061","Yes","25-34","Female","Yes, regularly","Quality Manager","Master's Degree","Customer Service,Other (Please specify)","Somewhat uncomfortable","I use AI tools occasionally","Intermediate","Strongly agree","Agree","Agree","Disagree","Neutral","Strongly agree","Neutral","The company relies heavily on AI.","Moderately","high","manager",19.5833333333333,"pass","APPROVED","Hiring, People management","32","Female","Mixed","United States","Mexico","Spanish",20.35,"US","32","High AI + Manager"
