"","Progress","Finished","RecordedDate","LocationLatitude","LocationLongitude","consent","resp_age","resp_sex","resp_hiring","resp_role","resp_edu","industry_type","dig_literacy","dig_use","dig_skills","gov_reg","gov_reskill","personal_data_safety_cause_for_concern","ai_increases_prod_without_unemp","labour_welfare_policies_over_econ_growth","ai_driven_high_job_disp_in_the_future","more_ai_research_and_development","low_ai_gen_choice_1","low_ai_gen_choice_2","low_ai_gen_choice_3","low_ai_gen_choice_4","low_ai_gen_choice_5","check_1","check_2","low_ai_sp_choice_1","low_ai_sp_choice_2","low_ai_sp_choice_3","low_ai_sp_choice_4","low_ai_sp_choice_5","high_ai_gen_choice_1","high_ai_gen_choice_2","high_ai_gen_choice_3","high_ai_gen_choice_4","high_ai_gen_choice_5","high_ai_sp_choice_1","high_ai_sp_choice_2","high_ai_sp_choice_3","high_ai_sp_choice_4","high_ai_sp_choice_5","PROLIFIC_PID","traits1a_low_gen","traits1b_low_gen","traits2a_low_gen","traits2b_low_gen","traits3a_low_gen","traits3b_low_gen","traits4a_low_gen","traits4b_low_gen","traits5a_low_gen","traits5b_low_gen","traits1a_low_sp","traits1b_low_sp","traits2a_low_sp","traits2b_low_sp","traits3a_low_sp","traits3b_low_sp","traits4a_low_sp","traits4b_low_sp","traits5a_low_sp","traits5b_low_sp","traits1a_high_gen","traits1b_high_gen","traits2a_high_gen","traits2b_high_gen","traits3a_high_gen","traits3b_high_gen","traits4a_high_gen","traits4b_high_gen","traits5a_high_gen","traits5b_high_gen","traits1a_high_sp","traits1b_high_sp","traits2a_high_sp","traits2b_high_sp","traits3a_high_sp","traits3b_high_sp","traits4a_high_sp","traits4b_high_sp","traits5a_high_sp","traits5b_high_sp","ai_framing","job_role","Duration_mins","m_check","Status","Decision.making.responsibilities","Age","Sex","Ethnicity.simplified","Country.of.residence","Nationality","Language","Time.taken_mins","Region","resp_age_num"
"311","100","True","45796.8159106481","33.9558","-118.3893","Yes","25 or younger","Female","Yes, regularly","Supervisor","Bachelor's Degree","Computer and Technology","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Strongly agree","Agree","Neutral","Neutral","Agree","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Slightly","Candidate B","Candidate A","Candidate B","Candidate B","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67edb2c2157a46a0dcb9c5e3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37|PhD|None|Basic|Low|Medium","30|PhD|None|None|Medium|High","56|Bachelor's|Intermediate|Advanced|Medium|Medium","36|PhD|Basic|Advanced|Medium|Low","60|Master's|None|None|High|Medium","27|Master's|Intermediate|Intermediate|Low|High","27|Bachelor's|None|None|Medium|High","32|Master's|None|Advanced|Low|Medium","48|Bachelor's|None|None|Medium|Medium","36|Bachelor's|None|None|Low|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",7.1,"pass","APPROVED","Operations/production, Research/development, People management, Hiring","19","Female","Black","United States","United States","English",7.36666666666667,"US","19"
"312","100","True","45796.807052338","40.7641","-74.1654","Yes","25-34","Male","Yes, regularly","MANAGER","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Strongly disagree","Disagree","Neutral","Disagree","Neutral","Disagree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate A","Candidate B","Candidate A",NA,NA,NA,NA,NA,"67ee4b20f2fb1c7aec88caa5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56|PhD|Basic|Advanced|Medium|Low","30|PhD|Intermediate|Intermediate|Medium|Medium","38|Master's|None|Basic|Low|Medium","42|Master's|None|None|High|High","55|PhD|Basic|Intermediate|Low|Low","57|PhD|Basic|Basic|Low|Low","48|Master's|None|Intermediate|High|Low","31|Bachelor's|Intermediate|Advanced|High|High","25|Master's|None|Basic|Medium|Low","33|PhD|None|None|High|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",6.11666666666667,"pass","APPROVED","Business strategy, Hiring, Operations/production, Research/development, People management","27","Male","White","United States","United States","English",6.93333333333333,"US","27"
"313","100","True","45796.8050072454","33.4532","-112.0748","Yes","25-34","Male","Yes, regularly","HR Officer","High School or lower","Educational Services","Very comfortable","I use AI tools frequently","Advanced","Strongly agree","Strongly agree","Agree","Strongly agree","Disagree","Strongly disagree","Strongly agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Slightly","Candidate A","Candidate B","Candidate B","Candidate A","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67eed5f2ddd18b02d93a9a30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41|PhD|None|Basic|Medium|High","59|Master's|None|Basic|Medium|Low","32|PhD|Basic|Advanced|Medium|High","30|PhD|Basic|Intermediate|High|Medium","47|Master's|Basic|Basic|High|Medium","59|PhD|None|Advanced|High|High","43|PhD|Intermediate|Intermediate|Medium|Medium","43|Master's|None|None|Low|High","35|PhD|Basic|Intermediate|High|Medium","30|PhD|Basic|Basic|High|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",13.2166666666667,"pass","APPROVED","Hiring, People management, Research/development","28","Male","White","United States","United States","English",13.8833333333333,"US","28"
"314","100","True","45796.7575887963","37.751","-97.822","Yes","54-65","Female","Yes, regularly","head of department","Master's Degree","healthcare","Very comfortable","I use AI tools frequently","Intermediate","Neutral","Agree","Neutral","Agree","Agree","Neutral","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate B","67efb40e109c97ac3a0505b2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56|Bachelor's|Intermediate|Advanced|Medium|High","44|Bachelor's|Basic|Advanced|High|High","31|Master's|None|Advanced|Low|Low","52|Bachelor's|Basic|Intermediate|Medium|Medium","54|PhD|None|Advanced|Medium|High","35|PhD|Advanced|Advanced|Low|Medium","60|Master's|Basic|Intermediate|High|Low","54|Bachelor's|None|None|Medium|Low","47|Bachelor's|Basic|Basic|Medium|Medium","42|PhD|Basic|Advanced|High|High","high","analyst",16.8,"pass","APPROVED","Hiring, Accounts/finance, Business strategy, Customer/client, Marketing/sales/advertising, Research/development","55","Female","White","United States","United States","English",17.2166666666667,"US","55"
"315","100","True","45796.7530543287","41.1462","-73.9966","Yes","54-65","Female","Occasionally","Manager","Master's Degree","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Agree","Agree","Agree","Neutral","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate B","Candidate A","Candidate B","67efb72d3e991272e4b96406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58|Master's|None|None|High|Low","54|Master's|Basic|Advanced|High|Low","30|Bachelor's|None|Advanced|Low|High","58|Master's|None|None|Medium|Low","43|Master's|None|Basic|Low|High","29|Master's|None|Advanced|High|Low","39|Bachelor's|None|Basic|Low|High","53|Master's|None|Advanced|High|Low","49|Master's|Intermediate|Intermediate|High|High","35|PhD|Advanced|Advanced|Low|Low","high","analyst",7.46666666666667,"pass","APPROVED","Hiring, People management, Business strategy, Accounts/finance","59","Female","White","United States","United States","English",7.73333333333333,"US","59"
"316","100","True","45796.7649122917","35.0737","-78.8883","Yes","35-44","Female","Occasionally","healthcare practitioner, supervisor","PhD or higher","healthcare and medicine","Somewhat comfortable","I use AI tools occasionally","Intermediate","Neutral","Agree","Neutral","Disagree","Strongly agree","Agree","Agree",NA,NA,NA,NA,NA,"I don't recall.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate A","Candidate B","Candidate B","67f083fe2557073ca3e175a6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58|Bachelor's|None|None|Medium|Medium","29|Master's|Intermediate|Intermediate|Low|Medium","50|Master's|None|Basic|High|Low","45|Bachelor's|Intermediate|Advanced|Medium|Low","35|PhD|Basic|Intermediate|High|Low","34|Master's|None|Intermediate|Medium|High","57|Master's|Basic|Basic|High|Low","34|Bachelor's|Intermediate|Intermediate|Low|Low","58|PhD|Basic|Basic|High|Medium","48|Bachelor's|None|Advanced|High|Low","high","analyst",17.7833333333333,"pass","APPROVED","Customer/client, Hiring","43","Female","White","United States","United States","English",18.1333333333333,"US","43"
"317","100","True","45796.7633587847","40.7126","-74.0066","Yes","54-65","Female","Occasionally","Senior Sales Manager","PhD or higher","Marketing","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate A","Candidate B","Candidate B",NA,NA,NA,NA,NA,"67f1921726bfac07aea277c3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39|Bachelor's|Basic|Basic|Low|High","50|Bachelor's|Intermediate|Advanced|High|High","31|Bachelor's|None|Basic|Low|Medium","31|PhD|Basic|Intermediate|Low|High","43|Master's|Advanced|Advanced|Medium|Low","38|Master's|Intermediate|Advanced|Low|Low","41|PhD|None|Intermediate|Low|Low","27|PhD|Basic|Advanced|High|Medium","30|Master's|Intermediate|Intermediate|Low|Low","43|PhD|Basic|Basic|Medium|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",6.1,"pass","APPROVED","Hiring, Business strategy, Marketing/sales/advertising, Operations/production, People management, Supply chain/logistics","61","Female","White","United States","United States","English",6.35,"US","61"
"318","100","True","45796.7602948148","35.0737","-78.8883","Yes","25-34","Male","Yes, regularly","manager","PhD or higher","Cybersecurity","Very comfortable","I use AI tools frequently","Advanced","Agree","Neutral","Agree","Neutral","Agree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A",NA,NA,NA,NA,NA,"67f1ed7b964c967774fbca74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31|PhD|Intermediate|Advanced|Low|Medium","26|Bachelor's|None|Advanced|High|Medium","43|Bachelor's|None|Intermediate|High|High","43|Master's|Basic|Advanced|Low|Medium","41|Bachelor's|Basic|Intermediate|Low|Medium","49|Master's|Intermediate|Intermediate|High|Low","29|PhD|Basic|Advanced|Medium|Low","38|Master's|Advanced|Advanced|Medium|High","25|PhD|None|None|High|Medium","56|Bachelor's|Basic|Basic|Low|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",14.7333333333333,"pass","APPROVED","Marketing/sales/advertising, Hiring, Customer/client, Business strategy, Operations/production, People management, Research/development, Supply chain/logistics, Accounts/finance","34","Male","White","United States","United States","English",15.0833333333333,"US","34"
"319","100","True","45796.7512865741","35.9819","-84.0019","Yes","65 or older","Male","Yes, regularly","Manager","Master's Degree","Healthcare","Very comfortable","I use AI tools occasionally","Intermediate","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Candidate B","Candidate B","Candidate A","Candidate B","Candidate B","The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67f27bc668f1f2ffcb12f2f4","32|Bachelor's|None|Advanced|Medium|Medium","29|Bachelor's|Basic|Advanced|High|Low","51|Bachelor's|None|Advanced|High|Low","36|Master's|None|Advanced|Medium|Medium","49|Master's|Intermediate|Intermediate|Medium|High","52|Master's|None|None|Medium|Medium","56|Bachelor's|Basic|Basic|Medium|Low","45|Bachelor's|Basic|Advanced|High|High","43|Master's|Basic|Advanced|Low|High","50|PhD|Intermediate|Intermediate|High|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",6.16666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management","67","Male","Black","United States","United States","English",6.55,"US","67"
"320","100","True","45796.8088949537","29.7438","-95.4422","Yes","35-44","Male","Yes, regularly","Manager","Master's Degree","Education","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Candidate A","Candidate B","Candidate B","Candidate A","Candidate B","The company has limited or no use of AI.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67f29249f806e5d43bd01798","37|PhD|Intermediate|Advanced|Medium|High","32|PhD|Basic|Basic|High|High","55|Bachelor's|None|Basic|Medium|Low","31|Bachelor's|Intermediate|Intermediate|Low|Medium","27|PhD|Basic|Basic|Low|Medium","49|Bachelor's|Advanced|Advanced|Medium|High","45|Bachelor's|Basic|Advanced|High|High","39|PhD|None|None|High|Medium","31|PhD|None|None|Medium|Low","49|Bachelor's|Basic|Intermediate|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",9.43333333333333,"pass","APPROVED","Hiring, People management, Other","41","Male","White","United States","United States","English",9.66666666666667,"US","41"
"321","100","True","45783.6619337616","39.0469","-77.4903","Yes","45-54","Male","Yes, regularly","Data Analyst","Bachelor's Degree","Computer and Technology","Somewhat comfortable","I use AI tools frequently","Advanced","Disagree","Disagree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Disagree","Candidate A","Candidate A","Candidate B","Candidate A","Candidate A","The company has limited or no use of AI.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67f2a88a874ffbefd55213cf","28|Bachelor's|None|Intermediate|Low|Medium","58|Master's|Advanced|Advanced|High|Low","54|PhD|Basic|Basic|Medium|High","36|Bachelor's|Advanced|Advanced|Medium|Medium","26|Master's|Intermediate|Advanced|Low|High","52|PhD|Basic|Basic|High|High","37|Bachelor's|Intermediate|Intermediate|High|Low","45|PhD|Intermediate|Intermediate|Low|Low","27|PhD|Advanced|Advanced|High|Medium","45|Master's|Intermediate|Advanced|Low|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",3.86666666666667,"pass","APPROVED","Hiring, Marketing/sales/advertising, Customer/client, People management, Research/development, Supply chain/logistics, Accounts/finance, Business strategy, Operations/production","54","Male","White","United States","United States","English",6.31666666666667,"US","54"
"322","100","True","45796.758977419","40.7126","-74.0066","Yes","25-34","Female","Yes, regularly","Manager","Bachelor's Degree","Healthcare","Very comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate B","Candidate A","Candidate B","67f2cc226edbc1557a94e6ca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53|PhD|Basic|Advanced|Low|Medium","49|Master's|Basic|Advanced|Medium|Medium","31|PhD|Basic|Advanced|Medium|Medium","50|PhD|Advanced|Advanced|Medium|Low","53|Bachelor's|None|Intermediate|Low|Medium","45|Bachelor's|Basic|Basic|High|Medium","30|Bachelor's|Intermediate|Advanced|High|Medium","42|PhD|Basic|Basic|Medium|Medium","35|Master's|None|Advanced|Low|High","41|PhD|Intermediate|Advanced|Medium|High","high","analyst",17.9166666666667,"pass","APPROVED","Hiring, Business strategy, Customer/client, Operations/production, People management, Research/development, Other","32","Female","White","United States","United States","English",16.5666666666667,"US","32"
"323","100","True","45796.7564255787","39.0814","-77.6443","Yes","35-44","Female","Occasionally","Psychologist","Master's Degree","Health Care","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Neutral","Disagree","Neutral","Agree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate A","Candidate B","Candidate A","Candidate B","Candidate A",NA,NA,NA,NA,NA,"67f2eebc37225c87ef8b3b84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51|Master's|Intermediate|Advanced|High|High","26|Master's|None|None|Medium|High","53|Bachelor's|None|None|Low|Medium","48|Master's|None|None|High|Medium","55|Bachelor's|Basic|Advanced|Medium|High","27|PhD|None|Advanced|High|Low","29|Bachelor's|Basic|Basic|Low|Low","31|PhD|Intermediate|Advanced|Medium|Low","55|Bachelor's|None|Basic|High|High","25|PhD|None|Advanced|Low|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",9.25,"pass","APPROVED","Operations/production, People management, Marketing/sales/advertising, Hiring, Customer/client, Accounts/finance, Business strategy","34","Female","Black","United States","United States","English",9.55,"US","34"
"324","100","True","45796.8127843403","40.3749","-79.9717","Yes","25-34","Female","Yes, regularly","Human Resource Manager","Master's Degree","Agriculture","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Candidate A","Candidate B","Candidate A","Candidate B","Candidate B","The company has limited or no use of AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67f2fedba25aeb3a05799a40","31|Master's|Intermediate|Advanced|Medium|Medium","28|Bachelor's|Intermediate|Intermediate|Low|Low","53|Bachelor's|None|None|High|Medium","41|Bachelor's|Intermediate|Intermediate|High|Low","57|Master's|Basic|Advanced|High|High","47|Bachelor's|Basic|Intermediate|Medium|Low","27|PhD|None|None|Medium|Medium","28|PhD|Basic|Basic|High|Medium","49|Bachelor's|None|Advanced|Medium|Low","26|PhD|Intermediate|Advanced|High|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",12.2,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management","34","Female","White","United States","United States","English",13.0166666666667,"US","34"
"325","100","True","45796.80978625","25.9562","-80.1828","Yes","54-65","Female","Yes, regularly","Human resource manager","Master's Degree","Marketing","Very comfortable","I use AI tools frequently","Advanced","Disagree","Agree","Disagree","Strongly agree","Disagree","Strongly disagree","Strongly agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Slightly","Candidate B","Candidate A","Candidate B","Candidate A","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67f5a1900c7e9c20ac848e41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58|PhD|Basic|Intermediate|High|Low","45|PhD|Intermediate|Intermediate|High|Low","29|Master's|None|Advanced|High|High","56|Bachelor's|Intermediate|Intermediate|High|Low","49|Master's|Intermediate|Intermediate|Low|High","33|PhD|None|Advanced|Medium|Medium","47|PhD|Advanced|Advanced|Medium|High","42|Master's|None|None|Medium|Medium","52|PhD|Intermediate|Intermediate|High|Low","51|PhD|None|Basic|Medium|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",18.2,"pass","APPROVED","Business strategy, Accounts/finance, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management, Research/development, Supply chain/logistics","59","Female","White","United States","United States","English",21.1333333333333,"US","59"
"326","100","True","45796.7504406018","48.7855","2.1964","Yes","45-54","Female","Yes, regularly","Director Of Operations","Master's Degree","Manufacturing/Supply Chain Management","Very comfortable","I use AI tools frequently","Intermediate","Agree","Neutral","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","The company has limited or no use of AI.","Not at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67f7aea3fedf6b4d54a69ab4","47|Bachelor's|Advanced|Advanced|High|High","48|Master's|None|Advanced|High|Low","44|PhD|Advanced|Advanced|Low|Medium","49|Master's|Basic|Basic|Low|Medium","37|Master's|Basic|Basic|High|Medium","60|Bachelor's|Basic|Intermediate|Medium|Medium","40|Master's|Advanced|Advanced|Medium|High","31|Bachelor's|Basic|Basic|Medium|Medium","56|PhD|Intermediate|Advanced|Low|High","28|Bachelor's|Basic|Advanced|High|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",6.36666666666667,"pass","APPROVED","People management, Operations/production, Customer/client, Hiring, Business strategy","50","Female","White","France","France","German",6.55,"EU","50"
"327","100","True","45796.7559598727","57.7869","14.1594","Yes","45-54","Male","Yes, regularly","Logisticmanager","High School or lower","Logistics/Transportation","Very comfortable","I use AI tools occasionally","Intermediate","Neutral","Disagree","Agree","Disagree","Neutral","Neutral","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Not at all","Candidate A","Candidate B","Candidate B","Candidate B","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67f95ac5ad5dd512df5c3691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52|PhD|Intermediate|Advanced|Low|Medium","44|Master's|None|None|Medium|Medium","45|Bachelor's|Basic|Intermediate|Medium|Medium","47|Bachelor's|Intermediate|Advanced|High|High","52|Master's|None|Intermediate|Medium|Medium","46|Master's|Basic|Advanced|High|High","29|Master's|Intermediate|Advanced|High|Medium","34|Bachelor's|Intermediate|Advanced|High|Medium","38|PhD|None|None|Low|Low","43|PhD|Intermediate|Advanced|Low|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",4.41666666666667,"pass","APPROVED","Hiring, Supply chain/logistics","50","Male","White","Sweden","Finland","Swedish",4.6,"EU","50"
"328","100","True","45796.8173166435","33.9558","-118.3893","Yes","65 or older","Male","Yes, regularly","manager","Master's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Disagree","Disagree","Neutral","Disagree","Neutral","Disagree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate A","Candidate B","Candidate A",NA,NA,NA,NA,NA,"67fc6e08e2aed442d70438d3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38|PhD|Intermediate|Intermediate|High|High","29|PhD|Intermediate|Intermediate|High|Medium","42|Bachelor's|Intermediate|Advanced|High|Medium","31|Bachelor's|Basic|Basic|Medium|Medium","28|Master's|Intermediate|Intermediate|Medium|High","55|Bachelor's|Basic|Advanced|Medium|Medium","44|Bachelor's|None|Intermediate|Low|Low","39|Bachelor's|None|Advanced|Low|High","43|PhD|Basic|Advanced|Low|High","25|Bachelor's|Basic|Advanced|Low|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",5.46666666666667,"pass","APPROVED","Business strategy, Accounts/finance, Marketing/sales/advertising, Operations/production, Research/development, Supply chain/logistics, People management, Hiring, Customer/client","65","Male","White","United States","United States","English",5.85,"US","65"
"329","100","True","45796.7590751042","40.7337","-74.1941","Yes","25-34","Female","Occasionally","Manager","Master's Degree","Hospitality","Somewhat uncomfortable","I have heard of AI tools, but do not use them","None","Agree","Strongly agree","Strongly agree","Neutral","Agree","Agree","Neutral",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Slightly",NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate B","Candidate B","Candidate A",NA,NA,NA,NA,NA,"67fdd6b5d2eef1042a825d7f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48|PhD|None|Intermediate|Low|High","56|PhD|Intermediate|Intermediate|Medium|High","37|Bachelor's|Basic|Basic|Medium|Low","41|Master's|Intermediate|Advanced|Medium|Medium","47|PhD|None|Basic|Medium|High","28|Bachelor's|Advanced|Advanced|Low|Low","36|Master's|Advanced|Advanced|Low|Medium","46|PhD|None|Intermediate|High|High","46|PhD|Basic|Basic|Medium|High","50|Bachelor's|None|Basic|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",12.15,"pass","APPROVED","Operations/production, Hiring, Research/development","31","Female","White","United States","United States","English",12.9,"US","31"
"330","100","True","45796.756358669","33.9558","-118.3893","Yes","45-54","Female","Occasionally","Data analyst","PhD or higher","Agriculture","Very comfortable","I use AI tools frequently","Advanced","Neutral","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate A","Candidate A","Candidate A",NA,NA,NA,NA,NA,"680d34e8e234883c8184656a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60|Bachelor's|Intermediate|Intermediate|Low|Medium","40|PhD|Basic|Advanced|Low|High","38|Bachelor's|None|None|High|Medium","45|Bachelor's|Intermediate|Advanced|Low|Medium","52|PhD|Basic|Advanced|Low|High","44|PhD|Basic|Intermediate|Medium|High","25|Bachelor's|Intermediate|Intermediate|Low|High","25|Master's|None|None|High|Low","51|Master's|None|Advanced|High|Medium","27|Bachelor's|None|Basic|Low|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",8.36666666666667,"pass","APPROVED","People management, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Research/development, Supply chain/logistics","50","Female","Black","United States","United States","English",8.63333333333333,"US","50"
