"","PROLIFIC_PID","task_number","profile","chosen","age","educ","ml","prog","soft","lead","Progress","Finished","RecordedDate","LocationLatitude","LocationLongitude","consent","resp_age","resp_sex","resp_hiring","resp_role","resp_edu","industry_type","dig_literacy","dig_use","dig_skills","gov_reg","gov_reskill","personal_data_safety_cause_for_concern","ai_increases_prod_without_unemp","labour_welfare_policies_over_econ_growth","ai_driven_high_job_disp_in_the_future","more_ai_research_and_development","check_1","check_2","ai_framing","job_role","Duration_mins"
"130","67e338f9e9be2c240e774fee",3,"A",0,"58","Bachelor's","None","None","Medium","Medium","100","True","45783.66705478009","37.750999999999998","-97.822000000000003","Yes","25-34","Female","Yes, regularly","middle manager","Master's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Disagree","Strongly agree","Neutral","Neutral","Strongly agree","The company relies heavily on AI.","Significantly","high","analyst",9.91666666666667
"131","63eec085b1d2e79ac4fbbd78",3,"B",1,"31","Bachelor's","None","Advanced","Low","Low","100","True","45783.657739236114","39.046900000000001","-77.490300000000005","Yes","54-65","Female","Yes, regularly","human resource","Master's Degree","Marketing","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","The company has limited or no use of AI.","Slightly","high","analyst",5.13333333333333
"132","67a90be1ed4a95e3c6ea5bf3",3,"B",0,"47","Master's","Intermediate","Intermediate","Low","Medium","100","True","45783.662633703701","37.750999999999998","-97.822000000000003","Yes","35-44","Female","Occasionally","Manager","Master's Degree","Customer Service","Very comfortable","I use AI tools frequently","Intermediate","Neutral","Agree","Disagree","Agree","Agree","Disagree","Strongly agree","The company relies heavily on AI.","Significantly","high","analyst",6.25
"133","67d884f13098d19e754e36e5",3,"B",0,"53","Bachelor's","None","None","Low","Medium","100","True","45783.663321527776","37.750999999999998","-97.822000000000003","Yes","25-34","Female","Yes, regularly","SUPERVISOR","Bachelor's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Advanced","Neutral","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","The company relies heavily on AI.","Moderately","high","analyst",4.23333333333333
"134","67e338f9e9be2c240e774fee",3,"B",1,"26","Bachelor's","None","Basic","High","Medium","100","True","45783.66705478009","37.750999999999998","-97.822000000000003","Yes","25-34","Female","Yes, regularly","middle manager","Master's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Disagree","Strongly agree","Neutral","Neutral","Strongly agree","The company relies heavily on AI.","Significantly","high","analyst",9.91666666666667
"135","63eec085b1d2e79ac4fbbd78",4,"A",0,"40","Bachelor's","None","Basic","Medium","High","100","True","45783.657739236114","39.046900000000001","-77.490300000000005","Yes","54-65","Female","Yes, regularly","human resource","Master's Degree","Marketing","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","The company has limited or no use of AI.","Slightly","high","analyst",5.13333333333333
"136","67a90be1ed4a95e3c6ea5bf3",4,"A",1,"41","Master's","Intermediate","Advanced","Medium","High","100","True","45783.662633703701","37.750999999999998","-97.822000000000003","Yes","35-44","Female","Occasionally","Manager","Master's Degree","Customer Service","Very comfortable","I use AI tools frequently","Intermediate","Neutral","Agree","Disagree","Agree","Agree","Disagree","Strongly agree","The company relies heavily on AI.","Significantly","high","analyst",6.25
"137","67d884f13098d19e754e36e5",4,"A",0,"33","Bachelor's","None","Basic","Low","Low","100","True","45783.663321527776","37.750999999999998","-97.822000000000003","Yes","25-34","Female","Yes, regularly","SUPERVISOR","Bachelor's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Advanced","Neutral","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","The company relies heavily on AI.","Moderately","high","analyst",4.23333333333333
"138","67e338f9e9be2c240e774fee",4,"A",1,"43","Master's","Advanced","Advanced","Medium","Medium","100","True","45783.66705478009","37.750999999999998","-97.822000000000003","Yes","25-34","Female","Yes, regularly","middle manager","Master's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Disagree","Strongly agree","Neutral","Neutral","Strongly agree","The company relies heavily on AI.","Significantly","high","analyst",9.91666666666667
"139","63eec085b1d2e79ac4fbbd78",4,"B",1,"49","PhD","Basic","Advanced","Low","High","100","True","45783.657739236114","39.046900000000001","-77.490300000000005","Yes","54-65","Female","Yes, regularly","human resource","Master's Degree","Marketing","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","The company has limited or no use of AI.","Slightly","high","analyst",5.13333333333333
"140","67a90be1ed4a95e3c6ea5bf3",4,"B",0,"53","Bachelor's","Basic","Basic","Medium","High","100","True","45783.662633703701","37.750999999999998","-97.822000000000003","Yes","35-44","Female","Occasionally","Manager","Master's Degree","Customer Service","Very comfortable","I use AI tools frequently","Intermediate","Neutral","Agree","Disagree","Agree","Agree","Disagree","Strongly agree","The company relies heavily on AI.","Significantly","high","analyst",6.25
"141","67d884f13098d19e754e36e5",4,"B",1,"31","Master's","None","Intermediate","High","High","100","True","45783.663321527776","37.750999999999998","-97.822000000000003","Yes","25-34","Female","Yes, regularly","SUPERVISOR","Bachelor's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Advanced","Neutral","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","The company relies heavily on AI.","Moderately","high","analyst",4.23333333333333
"142","67e338f9e9be2c240e774fee",4,"B",0,"36","Master's","Basic","Advanced","Medium","High","100","True","45783.66705478009","37.750999999999998","-97.822000000000003","Yes","25-34","Female","Yes, regularly","middle manager","Master's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Disagree","Strongly agree","Neutral","Neutral","Strongly agree","The company relies heavily on AI.","Significantly","high","analyst",9.91666666666667
"143","63eec085b1d2e79ac4fbbd78",5,"A",1,"47","PhD","Intermediate","Intermediate","Medium","Low","100","True","45783.657739236114","39.046900000000001","-77.490300000000005","Yes","54-65","Female","Yes, regularly","human resource","Master's Degree","Marketing","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","The company has limited or no use of AI.","Slightly","high","analyst",5.13333333333333
"144","67a90be1ed4a95e3c6ea5bf3",5,"A",0,"53","PhD","Basic","Advanced","Low","High","100","True","45783.662633703701","37.750999999999998","-97.822000000000003","Yes","35-44","Female","Occasionally","Manager","Master's Degree","Customer Service","Very comfortable","I use AI tools frequently","Intermediate","Neutral","Agree","Disagree","Agree","Agree","Disagree","Strongly agree","The company relies heavily on AI.","Significantly","high","analyst",6.25
"145","67d884f13098d19e754e36e5",5,"A",0,"41","Master's","Basic","Advanced","Low","Low","100","True","45783.663321527776","37.750999999999998","-97.822000000000003","Yes","25-34","Female","Yes, regularly","SUPERVISOR","Bachelor's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Advanced","Neutral","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","The company relies heavily on AI.","Moderately","high","analyst",4.23333333333333
"146","67e338f9e9be2c240e774fee",5,"A",1,"57","Master's","Intermediate","Advanced","High","Low","100","True","45783.66705478009","37.750999999999998","-97.822000000000003","Yes","25-34","Female","Yes, regularly","middle manager","Master's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Disagree","Strongly agree","Neutral","Neutral","Strongly agree","The company relies heavily on AI.","Significantly","high","analyst",9.91666666666667
"147","63eec085b1d2e79ac4fbbd78",5,"B",0,"33","PhD","Basic","Advanced","Medium","Medium","100","True","45783.657739236114","39.046900000000001","-77.490300000000005","Yes","54-65","Female","Yes, regularly","human resource","Master's Degree","Marketing","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","The company has limited or no use of AI.","Slightly","high","analyst",5.13333333333333
"148","67a90be1ed4a95e3c6ea5bf3",5,"B",1,"50","Master's","Advanced","Advanced","Low","High","100","True","45783.662633703701","37.750999999999998","-97.822000000000003","Yes","35-44","Female","Occasionally","Manager","Master's Degree","Customer Service","Very comfortable","I use AI tools frequently","Intermediate","Neutral","Agree","Disagree","Agree","Agree","Disagree","Strongly agree","The company relies heavily on AI.","Significantly","high","analyst",6.25
"149","67d884f13098d19e754e36e5",5,"B",1,"33","Bachelor's","Intermediate","Advanced","High","Medium","100","True","45783.663321527776","37.750999999999998","-97.822000000000003","Yes","25-34","Female","Yes, regularly","SUPERVISOR","Bachelor's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Advanced","Neutral","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","The company relies heavily on AI.","Moderately","high","analyst",4.23333333333333
"150","67e338f9e9be2c240e774fee",5,"B",0,"49","Master's","None","Intermediate","Medium","Medium","100","True","45783.66705478009","37.750999999999998","-97.822000000000003","Yes","25-34","Female","Yes, regularly","middle manager","Master's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Disagree","Strongly agree","Neutral","Neutral","Strongly agree","The company relies heavily on AI.","Significantly","high","analyst",9.91666666666667
